order_id,user_id,restaurant_id,post_id,delivery_person_id,order_timestamp,pickup_time,delivery_latitude,delivery_longitude,status,total_price,time_taken_minutes,city_id
84,4644,21,4057,80,2025-02-27 12:09:27,2025-02-27 12:27:27,36.84480084175469,10.153366086695657,Completed,32.27,24,23
85,2447,176,,33,2025-02-26 14:45:22,2025-02-26 15:01:22,36.83101331994453,10.188162357105366,Cancelled,12.03,25,23
86,3458,7,,29,2025-02-16 08:44:41,2025-02-16 09:04:41,34.73774187418557,10.712208079622362,Completed,12.23,27,17
87,3364,48,,33,2025-01-18 10:14:22,2025-01-18 10:28:22,36.80704817737875,10.17002282683527,Completed,38.98,24,23
88,3897,31,1215,28,2025-01-26 18:45:13,2025-01-26 19:05:13,36.7738490903122,10.144211413224712,Completed,18.93,28,23
89,1559,9,3695,49,2025-02-28 13:56:35,2025-02-28 14:12:35,36.85020216571511,10.160172844907178,Completed,22.09,24,1
90,3664,152,,12,2025-03-05 18:34:33,2025-03-05 18:48:33,36.76609241512747,10.15613807576053,Completed,27.84,15,13
91,1595,162,,100,2025-01-04 08:49:19,2025-01-04 09:04:19,36.769442311451655,10.196444403336523,Completed,23.96,33,3
92,2252,127,,54,2025-03-24 14:35:43,2025-03-24 14:49:43,35.193361573251046,8.861658018985423,Completed,35.36,28,9
93,1412,18,,37,2025-03-02 13:31:13,2025-03-02 13:46:13,36.795422626238384,10.154849186476882,Completed,22.7,15,23
94,1240,123,2604,39,2025-02-01 18:42:08,2025-02-01 18:57:08,36.40413039654753,10.112874374830856,Completed,46.16,29,24
95,4734,165,,97,2025-02-25 13:17:57,2025-02-25 13:30:57,35.73792580279061,10.789992718518153,Completed,19.45,34,15
96,4880,186,,94,2025-02-06 12:25:19,2025-02-06 12:38:19,36.06779173138678,9.332129469772191,Completed,43.43,36,19
97,4263,82,1613,1,2025-01-03 20:49:09,2025-01-03 21:08:09,36.518488289283404,10.70186310833534,Cancelled,20.24,21,16
98,4724,94,,20,2025-01-16 14:35:18,2025-01-16 14:53:18,35.678317652946774,10.109433378172222,Completed,41.78,35,8
99,1458,151,,20,2025-02-20 13:24:52,2025-02-20 13:44:52,35.66193388051737,10.114508549605821,Completed,46.16,28,8
100,3937,94,,26,2025-01-04 17:01:44,2025-01-04 17:17:44,35.68359881859377,10.119986940212737,Completed,45.79,24,8
101,174,74,,39,2025-02-23 12:06:20,2025-02-23 12:22:20,36.36985445047551,10.114800383005598,Completed,28.57,26,24
102,2048,124,,91,2025-03-20 14:06:21,2025-03-20 14:24:21,36.82665840982304,10.178344850070582,Completed,20.46,28,23
103,4091,25,,54,2025-02-10 18:32:07,2025-02-10 18:47:07,33.95370158268752,8.139819246648134,Cancelled,44.4,26,22
104,3636,144,,72,2025-03-11 21:04:05,2025-03-11 21:21:05,33.95717154545164,8.181845058709024,Completed,14.47,27,22
105,3460,172,,52,2025-03-23 18:02:09,2025-03-23 18:17:09,34.392215519580006,8.745357574794754,Completed,19.67,46,6
106,2485,91,,89,2025-02-16 20:06:10,2025-02-16 20:18:10,35.86156076118024,10.56902048528855,Completed,23.04,33,20
107,1937,113,2130,52,2025-03-25 13:25:24,2025-03-25 13:41:24,34.448099983577485,8.760849247225593,Completed,46.99,24,6
108,3695,122,3974,6,2025-01-26 17:15:43,2025-01-26 17:35:43,36.7833638206765,10.16672451437813,Completed,20.14,15,23
109,3421,84,,75,2025-01-03 13:21:00,2025-01-03 13:33:00,36.81808096242114,10.168675456904383,Cancelled,31.28,36,1
110,4134,179,,7,2025-01-03 10:48:49,2025-01-03 11:03:49,36.789081077016675,10.203545169600096,Completed,17.57,26,23
111,1991,51,,91,2025-01-12 16:26:39,2025-01-12 16:40:39,36.802856557560446,10.213241799640032,Completed,25.33,28,23
112,2714,110,1254,25,2025-02-06 13:10:59,2025-02-06 13:28:59,36.85496713245434,10.212024169815326,Completed,31.48,23,23
113,4423,37,4084,26,2025-02-17 18:14:19,2025-02-17 18:33:19,35.69951002137595,10.137981810507402,Cancelled,23.15,25,8
114,4509,184,,69,2025-02-02 18:16:52,2025-02-02 18:32:52,36.779591307689785,10.143997955055633,Completed,47.68,40,23
115,4113,161,,24,2025-01-01 18:38:02,2025-01-01 18:55:02,36.44952975709897,10.76121445830881,Completed,39.68,27,16
116,364,2,739,43,2025-01-29 17:42:54,2025-01-29 17:56:54,34.733539845136335,10.800508987871495,Completed,37.24,22,17
117,2085,150,,75,2025-01-15 21:07:11,2025-01-15 21:18:11,36.87070413390384,10.150970751495013,Completed,20.07,30,1
118,794,196,,1,2025-03-25 09:30:26,2025-03-25 09:48:26,36.49198437017767,10.744250353270415,Completed,49.36,21,16
119,1527,75,,66,2025-01-18 13:44:22,2025-01-18 13:58:22,36.51325073833226,10.685698967241974,Completed,16.75,26,16
120,3507,42,2522,72,2025-03-04 18:17:47,2025-03-04 18:30:47,36.778952580604,10.197817253540352,Completed,22.5,31,23
121,1355,148,,93,2025-01-28 21:08:55,2025-01-28 21:26:55,33.83380624232282,10.124725479651332,Completed,41.13,20,5
122,4757,120,,88,2025-03-18 13:30:58,2025-03-18 13:43:58,36.791432464733944,10.20622633158297,Cancelled,24.2,25,23
123,1894,153,,75,2025-03-06 09:58:27,2025-03-06 10:13:27,36.88743134049586,10.162268405222012,Completed,17.02,30,1
124,3369,36,,44,2025-01-27 19:07:33,2025-01-27 19:18:33,36.48118774214536,10.748144210533043,Cancelled,23.17,25,16
125,753,53,,21,2025-02-17 13:58:47,2025-02-17 14:09:47,36.829960704062586,10.173521712047268,Cancelled,12.44,29,23
126,2695,135,,16,2025-02-02 13:45:12,2025-02-02 14:04:12,36.469923796217365,10.705746282737783,Completed,25.21,28,16
127,3389,74,2533,39,2025-03-24 19:30:41,2025-03-24 19:50:41,36.3709588282366,10.120776389772667,Completed,30.15,33,24
128,1959,93,,52,2025-01-28 15:57:58,2025-01-28 16:17:58,34.46422922535545,8.814669472180581,Completed,49.11,43,6
129,4062,141,,31,2025-03-04 12:55:05,2025-03-04 13:06:05,36.7494873511712,10.226075991093444,Completed,37.31,36,3
130,4217,137,,31,2025-03-15 18:19:39,2025-03-15 18:32:39,36.77552106670998,10.17495041844451,Completed,26.96,35,3
131,647,57,,31,2025-02-20 15:10:36,2025-02-20 15:21:36,36.70232971207601,10.174490742427551,Completed,16.77,32,3
132,1294,174,4989,35,2025-03-02 18:30:53,2025-03-02 18:48:53,36.79243775433222,10.18338805679393,Completed,16.1,31,13
133,1253,47,,52,2025-02-03 13:15:12,2025-02-03 13:30:12,34.43340798002154,8.823995693472298,Completed,25.22,26,6
134,366,105,,70,2025-01-16 18:03:27,2025-01-16 18:15:27,36.81225082947537,10.175241589208904,Completed,18.77,36,23
135,734,35,,74,2025-03-12 19:38:16,2025-03-12 19:53:16,36.49288379736856,10.710990159431958,Completed,46.54,20,16
136,3236,86,,40,2025-02-12 12:23:24,2025-02-12 12:34:24,36.78609672470647,10.266159748101622,Completed,26.14,26,3
137,1410,183,,79,2025-01-28 19:50:30,2025-01-28 20:02:30,35.19032279624365,8.788284755677976,Completed,31.35,26,9
138,1132,39,,85,2025-03-21 21:27:42,2025-03-21 21:38:42,35.800594341087226,10.591118005335009,Completed,45.09,27,20
139,3198,46,,24,2025-03-23 16:29:16,2025-03-23 16:40:16,32.922742414558584,10.481786986246208,Completed,15.85,34,21
140,3727,123,,39,2025-02-10 16:29:25,2025-02-10 16:47:25,36.39887778701328,10.120151823301294,Cancelled,34.83,18,24
141,3747,34,2129,46,2025-02-15 08:14:03,2025-02-15 08:34:03,35.806476113983244,10.61577310553678,Completed,34.3,27,20
142,450,53,438,14,2025-01-28 19:02:38,2025-01-28 19:13:38,36.837243690919095,10.1775372945184,Completed,27.39,19,23
143,2276,28,,87,2025-01-03 19:02:19,2025-01-03 19:15:19,36.73366194155977,10.199714497512064,Completed,21.01,24,3
144,4450,80,,47,2025-01-03 18:17:17,2025-01-03 18:27:17,36.85938086696512,10.138972182488473,Completed,12.71,22,23
145,2019,145,,96,2025-01-25 20:04:28,2025-01-25 20:17:28,36.83025413655695,10.222900225294458,Completed,44.52,24,23
146,167,184,,58,2025-01-16 13:46:14,2025-01-16 14:06:14,36.77600386726504,10.144614260709814,Completed,15.35,26,23
147,1207,77,,78,2025-03-24 12:02:52,2025-03-24 12:14:52,36.78676529040532,10.14787226554959,Completed,14.96,38,23
148,4073,162,2772,31,2025-03-23 12:59:40,2025-03-23 13:10:40,36.775582442995876,10.200392712160319,Completed,15.89,30,3
149,4621,111,,29,2025-03-21 12:33:51,2025-03-21 12:44:51,34.74610531802124,10.748932037285016,Completed,21.3,26,17
150,4319,17,591,74,2025-03-25 10:58:15,2025-03-25 11:13:15,36.50722988673667,10.738395025201331,Completed,26.82,26,16
151,2013,107,587,73,2025-01-29 19:56:00,2025-01-29 20:08:00,36.71230927496444,9.200347097827233,Completed,42.72,27,2
152,1199,166,,17,2025-01-08 17:58:05,2025-01-08 18:17:05,36.84999134047902,10.19005323787395,Completed,10.15,25,23
153,3637,107,,73,2025-01-30 15:43:36,2025-01-30 15:59:36,36.721871941986485,9.200051457191384,Completed,43.15,18,2
154,4173,112,,70,2025-01-18 13:35:33,2025-01-18 13:47:33,36.79501039564879,10.184888525380243,Completed,13.9,30,23
155,2604,16,2729,51,2025-02-26 18:48:51,2025-02-26 19:04:51,36.841879329975974,10.204523725668373,Completed,23.63,15,13
156,2734,108,,89,2025-02-13 08:51:08,2025-02-13 09:07:08,35.78915762046455,10.59017511065675,Completed,26.32,33,20
157,4464,26,768,92,2025-03-07 12:48:33,2025-03-07 13:05:33,36.86753784341408,10.18570984723505,Completed,25.57,17,1
158,2842,57,,100,2025-03-09 12:40:20,2025-03-09 12:52:20,36.71124953306493,10.174630889589645,Completed,48.35,30,3
159,1921,171,,40,2025-02-14 19:13:00,2025-02-14 19:28:00,36.73336599540453,10.270121807827012,Completed,26.39,32,3
160,1932,48,,14,2025-03-17 14:27:25,2025-03-17 14:38:25,36.81240776993195,10.169671396400794,Completed,13.47,19,23
161,3194,130,,21,2025-03-14 21:58:52,2025-03-14 22:12:52,36.81141419982557,10.16739664513465,Completed,49.15,34,23
162,1976,115,580,21,2025-01-05 19:18:23,2025-01-05 19:30:23,36.80338895602909,10.162614081324804,Completed,11.65,26,23
163,23,78,,89,2025-01-16 18:20:49,2025-01-16 18:37:49,35.19275319687237,8.825568632339806,Completed,37.6,32,9
164,63,45,,15,2025-03-03 12:21:58,2025-03-03 12:35:58,33.39633430824996,10.564699231601052,Completed,20.14,42,14
165,2050,102,,99,2025-01-26 18:50:02,2025-01-26 19:10:02,36.498344384169165,10.713745898402857,Cancelled,33.1,28,16
166,4141,29,,54,2025-01-11 11:50:27,2025-01-11 12:07:27,36.80166588263316,10.147992178069336,Completed,34.18,21,23
167,508,36,,82,2025-03-26 12:46:55,2025-03-26 12:56:55,36.46815246324714,10.74041510033166,Completed,30.69,33,16
168,4887,87,,39,2025-01-12 17:58:30,2025-01-12 18:15:30,36.43957783927176,10.122016370646179,Completed,21.36,33,24
169,939,160,3103,64,2025-03-21 20:04:42,2025-03-21 20:16:42,36.44473676596364,10.756546241832918,Completed,27.6,21,16
170,1820,25,,18,2025-01-31 15:13:09,2025-01-31 15:25:09,33.943191419333075,8.13869357710934,Completed,25.78,38,22
171,4888,98,,94,2025-03-15 15:08:58,2025-03-15 15:27:58,36.112125240536066,9.361714504242363,Completed,12.51,25,19
172,677,71,,30,2025-03-18 10:02:43,2025-03-18 10:20:43,35.86999281778532,10.577437278843407,Completed,38.49,17,20
173,3436,108,147,61,2025-03-07 14:31:41,2025-03-07 14:49:41,35.790249549072286,10.601207216020315,Completed,34.43,23,20
174,4707,138,2290,28,2025-02-09 12:12:55,2025-02-09 12:22:55,35.206302269683405,8.847704273270818,Completed,44.76,39,9
175,953,87,61,55,2025-01-23 15:00:11,2025-01-23 15:20:11,36.43235475022622,10.124298011437762,Completed,16.68,26,24
176,1568,2,,50,2025-01-14 16:37:46,2025-01-14 16:56:46,34.72057279468491,10.787151363351956,Completed,38.76,35,17
177,3246,19,,67,2025-03-14 13:03:53,2025-03-14 13:15:53,33.97586340222986,8.153528347297689,Completed,48.53,29,22
178,4307,92,,43,2025-01-27 12:34:33,2025-01-27 12:52:33,34.77688005595193,10.78418249808387,Completed,37.87,21,17
179,4338,75,,74,2025-01-03 12:33:18,2025-01-03 12:44:18,36.52129277172728,10.690279574855479,Completed,32.24,18,16
180,1199,4,,12,2025-02-22 19:07:44,2025-02-22 19:20:44,36.835361386404394,10.209787573983181,Completed,29.05,24,13
181,4049,162,,87,2025-02-04 12:40:24,2025-02-04 12:52:24,36.78282226360684,10.192525511274686,Completed,16.38,29,3
182,539,4,,35,2025-01-09 12:16:40,2025-01-09 12:33:40,36.829106921912796,10.207195185723254,Completed,11.41,19,13
183,4274,182,,98,2025-01-02 16:29:05,2025-01-02 16:49:05,32.91803319832745,10.442902937849311,Completed,29.03,32,21
184,1715,83,,8,2025-03-01 08:52:34,2025-03-01 09:06:34,33.92901391681622,10.083438511302656,Completed,14.04,24,5
185,2717,164,1826,100,2025-03-16 20:10:24,2025-03-16 20:25:24,36.797838080047846,10.255396465563825,Completed,13.79,28,3
186,964,172,,52,2025-01-06 20:26:53,2025-01-06 20:43:53,34.38376659237588,8.7513945383452,Completed,18.59,24,6
187,1096,37,,20,2025-01-28 12:53:37,2025-01-28 13:10:37,35.71098030103012,10.147970081099135,Completed,17.15,39,8
188,2559,99,,88,2025-02-14 17:16:42,2025-02-14 17:33:42,36.77426779238002,10.224683818790805,Completed,45.01,21,23
189,1980,147,2980,35,2025-01-07 16:02:56,2025-01-07 16:22:56,36.77287652072707,10.157087248107317,Completed,16.58,29,13
190,542,90,,22,2025-02-05 12:08:23,2025-02-05 12:26:23,36.84299915836795,10.140957805093592,Completed,32.09,27,1
191,3005,58,,25,2025-02-12 21:01:57,2025-02-12 21:17:57,36.81624254062442,10.1539392403214,Completed,30.37,28,23
192,3627,174,290,12,2025-02-15 12:02:32,2025-02-15 12:22:32,36.79724286257607,10.175528560832701,Completed,22.22,19,13
193,3919,34,,65,2025-01-22 12:39:17,2025-01-22 12:51:17,35.801731795500146,10.613948950395947,Completed,32.07,29,20
194,2609,35,3203,64,2025-01-16 13:54:32,2025-01-16 14:06:32,36.47649365440802,10.711713665801827,Cancelled,42.87,17,16
195,3216,75,,74,2025-02-19 15:48:53,2025-02-19 16:08:53,36.507393287573784,10.6901737637143,Completed,23.06,22,16
196,62,96,,50,2025-03-19 11:27:04,2025-03-19 11:43:04,34.71312050204722,10.762823694301014,Completed,34.85,28,17
197,3201,4,4270,13,2025-03-09 18:56:46,2025-03-09 19:08:46,36.825935085446254,10.220033273337323,Completed,21.77,30,13
198,60,87,3544,39,2025-03-12 12:09:29,2025-03-12 12:19:29,36.44183089829617,10.139175618961058,Cancelled,20.01,20,24
199,3994,138,1471,28,2025-02-25 15:43:45,2025-02-25 15:55:45,35.193330820472646,8.854798138783508,Completed,45.83,45,9
200,3877,98,,94,2025-02-19 19:14:56,2025-02-19 19:31:56,36.10852953531007,9.367865053671398,Completed,26.52,16,19
201,2576,45,,15,2025-03-05 19:02:22,2025-03-05 19:12:22,33.3998914772804,10.568286055990392,Cancelled,12.37,24,14
202,1794,48,,17,2025-01-13 20:09:13,2025-01-13 20:28:13,36.813046871910316,10.164368307524922,Completed,41.68,27,23
203,2972,79,,32,2025-02-21 13:51:59,2025-02-21 14:05:59,36.49535574029527,8.811627863154426,Completed,15.1,37,7
204,3646,42,,11,2025-02-08 16:28:25,2025-02-08 16:39:25,36.7844738968546,10.198897621662233,Completed,21.2,25,23
205,3717,66,850,45,2025-02-22 17:30:00,2025-02-22 17:45:00,36.7475707927501,10.16841425895856,Completed,35.98,23,3
206,2121,139,,58,2025-01-31 15:34:21,2025-01-31 15:45:21,36.84067513176031,10.146506553348738,Cancelled,45.75,27,23
207,463,137,4904,45,2025-03-23 11:04:00,2025-03-23 11:21:00,36.77173845442135,10.173521187436185,Completed,44.98,26,3
208,4073,185,,24,2025-01-21 08:40:46,2025-01-21 08:58:46,37.2355391858895,9.819460226844122,Cancelled,46.01,29,4
209,2337,115,,72,2025-02-27 19:30:03,2025-02-27 19:40:03,36.8095831404436,10.147033147788612,Completed,20.43,27,23
210,1634,164,,87,2025-01-26 12:41:11,2025-01-26 13:00:11,36.809034750575705,10.246069120974575,Completed,10.2,27,3
211,2249,141,,40,2025-02-11 11:05:15,2025-02-11 11:22:15,36.74918484950571,10.213166231531968,Completed,37.11,26,3
212,2297,177,437,69,2025-03-03 19:47:28,2025-03-03 20:02:28,36.814530273725914,10.132956368621905,Completed,45.44,33,23
213,880,93,,52,2025-01-06 13:03:42,2025-01-06 13:21:42,34.45907621821402,8.825343082903343,Completed,23.74,23,6
214,928,131,,32,2025-03-04 19:31:10,2025-03-04 19:43:10,36.479613452930906,8.773513527682146,Completed,46.19,32,7
